Epoch,Train_Loss,Valid_Loss,Valid_AUC,Valid_PRC,Accuracy,Drug_Weight_2D,Prot_Weight_2D
1,0.64850,0.58318,0.75820,0.76091,0.67746,0.788,0.212
2,0.52992,0.50452,0.83154,0.83795,0.75893,0.823,0.177
3,0.47861,0.54149,0.80340,0.81939,0.71410,0.846,0.154
4,0.43651,0.45846,0.86553,0.87281,0.78330,0.855,0.145
5,0.37891,0.47188,0.85685,0.86586,0.77734,0.875,0.125
6,0.35807,0.43865,0.88383,0.88923,0.80599,0.894,0.106
7,0.28753,0.47735,0.86776,0.87607,0.77846,0.912,0.088
8,0.25782,0.44906,0.89498,0.90147,0.81324,0.952,0.048
9,0.17969,0.47258,0.88093,0.88429,0.79929,0.954,0.046
10,0.18788,0.48117,0.90104,0.90922,0.82106,0.953,0.047
11,0.10663,0.61393,0.87346,0.87576,0.78832,0.954,0.046
12,0.13797,0.53732,0.90239,0.90623,0.82199,0.944,0.056
13,0.04647,0.67511,0.88978,0.89560,0.80469,0.944,0.056
14,0.09939,0.61222,0.90339,0.91171,0.83036,0.948,0.052
15,0.02996,0.82009,0.89571,0.90161,0.79315,0.949,0.051
16,0.08440,0.64781,0.90301,0.90960,0.82980,0.942,0.058
17,0.02862,0.77009,0.89076,0.89930,0.81585,0.936,0.064
18,0.09672,0.61293,0.90720,0.91205,0.82961,0.939,0.061
19,0.02286,0.73469,0.90102,0.90374,0.82124,0.939,0.061
20,0.12291,0.60618,0.90250,0.90467,0.82254,0.940,0.060
21,0.73387,0.72700,0.89889,0.90349,0.82217,0.943,0.057
22,0.73102,0.75928,0.90549,0.90941,0.82999,0.942,0.058
23,0.70198,0.84134,0.90112,0.90350,0.82329,0.940,0.060
24,0.70476,0.84008,0.90567,0.91116,0.82738,0.939,0.061
25,0.68571,0.94761,0.90074,0.90681,0.82906,0.940,0.060
26,0.70634,0.85304,0.90362,0.90446,0.82701,0.933,0.067
27,0.67060,0.93134,0.90520,0.90758,0.82106,0.930,0.070
28,0.67836,0.86905,0.90842,0.90925,0.83426,0.930,0.070
29,0.65349,0.93978,0.89883,0.90115,0.81603,0.928,0.072
30,0.67081,0.82743,0.90638,0.90808,0.82924,0.909,0.091
31,0.63389,0.93457,0.90044,0.90246,0.82292,0.905,0.095
32,0.65327,0.85001,0.90538,0.90948,0.82571,0.901,0.099
33,0.61106,0.95573,0.90176,0.90469,0.81808,0.902,0.098
34,0.61493,0.88061,0.90804,0.91254,0.83240,0.904,0.096
35,0.58633,0.95214,0.90755,0.91185,0.82831,0.908,0.092
36,0.57989,0.94660,0.90935,0.91109,0.83501,0.909,0.091
37,0.55752,1.06165,0.90526,0.90853,0.82496,0.909,0.091
38,0.56694,0.93279,0.90426,0.90749,0.83147,0.905,0.095
39,0.53847,1.09996,0.89809,0.89973,0.82031,0.905,0.095
40,0.55682,0.89522,0.89780,0.90299,0.82124,0.904,0.096
41,0.51659,1.03168,0.89261,0.89904,0.81808,0.905,0.095
42,0.52526,0.88292,0.90482,0.90986,0.82906,0.900,0.100
43,0.48887,0.96940,0.90513,0.90899,0.83259,0.897,0.103
44,0.48145,0.91568,0.91195,0.91702,0.84022,0.887,0.113
45,0.46594,1.01782,0.90183,0.90300,0.82496,0.890,0.110
46,0.46384,0.99261,0.90617,0.91121,0.83036,0.896,0.104
47,0.44646,0.98668,0.89862,0.90342,0.82422,0.900,0.100
48,0.50315,0.75410,0.89817,0.90403,0.80134,0.901,0.099
49,0.47860,0.77790,0.89535,0.90154,0.81920,0.886,0.114
50,0.44985,0.78142,0.90968,0.91416,0.84003,0.875,0.125
51,0.41511,0.91536,0.91088,0.91483,0.84096,0.880,0.120
52,0.40870,0.96437,0.91216,0.91487,0.83203,0.884,0.116
53,0.40110,1.01223,0.91331,0.91871,0.84170,0.888,0.112
54,0.39408,1.01929,0.91492,0.91905,0.84338,0.886,0.114
55,0.38965,0.99205,0.91400,0.91972,0.84338,0.886,0.114
56,0.38448,1.00973,0.91357,0.91774,0.84598,0.891,0.109
57,0.37944,1.08261,0.91069,0.91365,0.84226,0.892,0.108
58,0.39451,0.96601,0.91158,0.91337,0.83873,0.866,0.134
59,0.38021,1.07116,0.89753,0.89856,0.82031,0.856,0.144
60,0.40535,0.86355,0.91249,0.91507,0.83891,0.849,0.151
61,0.36264,0.92040,0.91075,0.91466,0.83501,0.845,0.155
62,0.35996,0.96941,0.91206,0.91726,0.84189,0.836,0.164
63,0.34950,1.07271,0.91156,0.91544,0.84096,0.828,0.172
64,0.36506,0.94596,0.91490,0.91743,0.84115,0.778,0.222
65,0.34328,0.99871,0.90638,0.91129,0.83203,0.756,0.244
66,0.34951,0.93497,0.91119,0.91613,0.83929,0.773,0.227
67,0.33623,1.16572,0.90413,0.90978,0.81269,0.761,0.239
68,0.42790,0.73709,0.90896,0.91416,0.80599,0.748,0.252
69,0.38143,0.77993,0.90092,0.90471,0.82310,0.757,0.243
70,0.34341,0.77059,0.91445,0.91623,0.83352,0.785,0.215
71,0.31961,0.82625,0.91560,0.91868,0.84375,0.786,0.214
72,0.31417,0.90113,0.91555,0.91778,0.83780,0.791,0.209
73,0.34097,0.89683,0.89868,0.89487,0.80804,0.782,0.218
74,0.34264,0.81524,0.91029,0.91123,0.83891,0.742,0.258
75,0.30863,0.89244,0.91220,0.91471,0.84263,0.751,0.249
76,0.30452,0.94402,0.91318,0.91566,0.84003,0.754,0.246
77,0.30023,0.99206,0.91477,0.91921,0.84040,0.755,0.245
78,0.54318,0.48881,0.87025,0.86247,0.79501,0.705,0.295
79,0.68039,0.66146,0.74803,0.73614,0.68769,0.676,0.324
80,0.71863,0.53320,0.85398,0.85092,0.75149,0.781,0.219
81,0.64858,0.66674,0.86165,0.85250,0.70945,0.842,0.158
82,0.60796,0.57751,0.87676,0.86495,0.75521,0.871,0.129
83,0.56472,0.57646,0.87778,0.87273,0.76358,0.876,0.124
84,0.53928,0.53369,0.88229,0.86878,0.78664,0.868,0.132
85,0.50029,0.57680,0.87729,0.86768,0.77288,0.873,0.127
86,0.49311,0.51416,0.89011,0.87893,0.80971,0.889,0.111
87,0.45661,0.53096,0.87738,0.86049,0.80097,0.889,0.111
88,0.45034,0.57239,0.88864,0.87207,0.80208,0.904,0.096
89,0.41575,0.61261,0.87944,0.86722,0.80004,0.902,0.098
90,0.42356,0.63448,0.89147,0.87438,0.80859,0.890,0.110
91,0.38993,0.74732,0.88439,0.86908,0.79446,0.892,0.108
92,0.40243,0.70488,0.89360,0.87724,0.80506,0.896,0.104
93,0.36778,0.78029,0.88063,0.86444,0.79632,0.895,0.105
94,0.37329,0.76721,0.89171,0.87254,0.81603,0.894,0.106
95,0.34980,0.83129,0.87665,0.84448,0.81008,0.897,0.103
96,0.37142,0.77258,0.88925,0.86913,0.81864,0.897,0.103
97,0.34108,0.88998,0.87423,0.84599,0.81008,0.897,0.103
98,0.35469,0.81109,0.89177,0.87352,0.81659,0.897,0.103
99,0.32403,0.88162,0.88574,0.86162,0.81622,0.898,0.102
100,0.34930,0.85637,0.89183,0.87593,0.81920,0.891,0.109
101,0.31780,0.96766,0.88868,0.87059,0.81083,0.886,0.114
