Epoch,Train_Loss,Valid_Loss,Valid_AUC,Valid_PRC,Accuracy,Drug_Weight_2D,Prot_Weight_2D
1,0.61437,0.52240,0.83012,0.84289,0.75023,0.294,0.706
2,0.48632,0.47479,0.85759,0.86306,0.78447,0.332,0.668
3,0.44263,0.46004,0.86369,0.86939,0.78653,0.349,0.651
4,0.42504,0.43694,0.88016,0.88387,0.80078,0.368,0.632
5,0.38997,0.42909,0.88387,0.88682,0.80676,0.385,0.615
6,0.36532,0.40314,0.90020,0.90283,0.82192,0.410,0.590
7,0.32024,0.43894,0.89593,0.89967,0.80078,0.446,0.554
8,0.30407,0.39103,0.91201,0.91614,0.83019,0.475,0.525
9,0.24940,0.45765,0.89832,0.90025,0.80630,0.520,0.480
10,0.24816,0.39061,0.91756,0.92006,0.84168,0.553,0.447
11,0.17651,0.42452,0.90684,0.90806,0.82261,0.587,0.413
12,0.17728,0.43430,0.91983,0.92423,0.84306,0.612,0.388
13,0.10118,0.52351,0.90610,0.90856,0.83364,0.635,0.365
14,0.13050,0.48689,0.92059,0.92448,0.84191,0.649,0.351
15,0.05608,0.59549,0.90897,0.91164,0.83847,0.661,0.339
16,0.10534,0.52193,0.92340,0.92630,0.84628,0.675,0.325
17,0.03827,0.63228,0.91293,0.91641,0.84007,0.682,0.318
18,0.06566,0.57672,0.92382,0.92792,0.85340,0.699,0.301
19,0.01865,0.70731,0.91664,0.91759,0.84444,0.706,0.294
20,0.05925,0.66709,0.92042,0.92479,0.84329,0.708,0.292
21,0.71867,0.75146,0.91509,0.92071,0.84099,0.711,0.289
22,0.74706,0.64911,0.92433,0.92651,0.85432,0.720,0.280
23,0.70162,0.80506,0.92141,0.92256,0.84766,0.730,0.270
24,0.81739,0.54415,0.91951,0.92248,0.84926,0.753,0.247
25,0.72819,0.60753,0.90163,0.90371,0.82192,0.762,0.238
26,0.76847,0.55520,0.92101,0.92298,0.84926,0.762,0.238
27,0.69016,0.73250,0.90972,0.91457,0.83663,0.770,0.230
28,0.69035,0.67615,0.92081,0.92268,0.84903,0.788,0.212
29,0.66380,0.76625,0.91967,0.92227,0.84237,0.792,0.208
30,0.66056,0.78299,0.92322,0.92564,0.85064,0.800,0.200
31,0.64071,0.88187,0.92253,0.92524,0.84789,0.801,0.199
32,0.64424,0.87876,0.92005,0.92146,0.84949,0.805,0.195
33,0.62437,0.93693,0.91995,0.92186,0.84122,0.807,0.193
34,0.72841,0.56481,0.92244,0.92389,0.85432,0.807,0.193
35,0.65609,0.75838,0.91430,0.91525,0.81893,0.817,0.183
36,0.64237,0.64599,0.92076,0.92131,0.85409,0.838,0.162
37,0.59826,0.72091,0.92204,0.92272,0.85041,0.841,0.159
38,0.75990,0.51530,0.90903,0.91187,0.83134,0.855,0.145
39,0.67870,0.56999,0.91372,0.91668,0.84145,0.864,0.136
40,0.64350,0.55488,0.92279,0.92350,0.85317,0.859,0.141
41,0.59915,0.67560,0.91533,0.91871,0.84283,0.860,0.140
42,0.59201,0.67711,0.92491,0.92600,0.85547,0.859,0.141
43,0.58410,0.70231,0.88573,0.88127,0.80584,0.863,0.137
44,0.96606,0.62734,0.86637,0.86956,0.73943,0.836,0.164
45,0.90161,0.50274,0.87661,0.87478,0.79550,0.863,0.137
46,0.85805,0.45753,0.89685,0.89983,0.81342,0.885,0.115
47,0.81502,0.52228,0.88521,0.88758,0.80515,0.894,0.106
48,0.81229,0.44834,0.90398,0.90572,0.82169,0.905,0.095
49,0.76460,0.47437,0.89528,0.89082,0.82215,0.895,0.105
50,0.75808,0.47257,0.90651,0.90590,0.82950,0.900,0.100
51,0.71359,0.53735,0.89232,0.89170,0.81388,0.899,0.101
52,0.71228,0.51609,0.90768,0.90576,0.83548,0.895,0.105
53,0.67198,0.57613,0.89699,0.89556,0.82330,0.880,0.120
54,0.68839,0.53198,0.90727,0.90029,0.83915,0.855,0.145
55,0.64991,0.62510,0.88969,0.88429,0.81801,0.853,0.147
56,0.66121,0.57254,0.91036,0.90422,0.84122,0.855,0.145
57,0.62759,0.67270,0.89831,0.88928,0.83318,0.851,0.149
58,0.64443,0.63099,0.90692,0.90119,0.83663,0.873,0.127
59,0.60316,0.70838,0.90197,0.89664,0.83295,0.869,0.131
60,0.62184,0.67621,0.90754,0.90238,0.83824,0.860,0.140
61,0.59174,0.73545,0.89872,0.89129,0.82927,0.859,0.141
62,0.60431,0.70872,0.90701,0.89891,0.83824,0.875,0.125
63,0.57347,0.79081,0.89943,0.89036,0.83180,0.876,0.124
64,0.59371,0.75477,0.90667,0.90023,0.84329,0.863,0.137
65,0.55915,0.86348,0.90162,0.89541,0.83111,0.861,0.139
66,0.58132,0.78019,0.90833,0.90280,0.84191,0.859,0.141
67,0.55242,0.90122,0.89948,0.89746,0.82560,0.858,0.142
68,0.58049,0.78193,0.90518,0.89512,0.83847,0.862,0.138
69,0.54537,0.93303,0.90613,0.89748,0.82927,0.870,0.130
70,0.56370,0.83609,0.90964,0.90480,0.83869,0.865,0.135
71,0.54115,0.92112,0.90748,0.90332,0.83915,0.868,0.132
72,0.56174,0.82186,0.90913,0.90150,0.83686,0.869,0.131
