Epoch,Train_Loss,Valid_Loss,Valid_AUC,Valid_PRC,Accuracy,Drug_Weight_2D,Prot_Weight_2D
1,0.62565,0.55652,0.79929,0.63919,0.76929,0.418,0.582
2,0.51582,0.49147,0.84205,0.71249,0.77930,0.370,0.630
3,0.47840,0.53092,0.84070,0.70602,0.80176,0.385,0.615
4,0.46860,0.47360,0.85405,0.72906,0.78760,0.402,0.598
5,0.44741,0.47798,0.85210,0.72616,0.74585,0.406,0.594
6,0.43348,0.44123,0.87563,0.75949,0.80786,0.417,0.583
7,0.40221,0.46874,0.86650,0.75258,0.80981,0.445,0.555
8,0.39001,0.42395,0.89422,0.78901,0.83594,0.490,0.510
9,0.35637,0.50899,0.86810,0.75636,0.81665,0.521,0.479
10,0.34887,0.41229,0.89818,0.80034,0.82910,0.554,0.446
11,0.30554,0.43328,0.88900,0.78399,0.81543,0.590,0.410
12,0.30184,0.41301,0.89880,0.80501,0.82666,0.626,0.374
13,0.25460,0.43342,0.88998,0.78767,0.81421,0.652,0.348
14,0.25821,0.41469,0.90598,0.81789,0.83936,0.677,0.323
15,0.20140,0.45049,0.89866,0.80029,0.82373,0.696,0.304
16,0.20610,0.46456,0.90643,0.81786,0.84961,0.722,0.278
17,0.14201,0.57495,0.88300,0.77596,0.83813,0.737,0.263
18,0.17378,0.48370,0.90396,0.81608,0.84521,0.755,0.245
19,0.10256,0.57799,0.88785,0.78412,0.82788,0.768,0.232
20,0.13303,0.55050,0.90119,0.81617,0.83862,0.781,0.219
21,0.10518,0.69959,0.89425,0.80615,0.84497,0.795,0.205
22,0.17686,0.60053,0.90559,0.82119,0.85059,0.808,0.192
23,0.15584,0.68639,0.89605,0.80001,0.84058,0.814,0.186
24,0.21887,0.71078,0.90040,0.80878,0.85107,0.827,0.173
25,0.20466,0.78781,0.89631,0.80524,0.84644,0.834,0.166
26,0.26288,0.77784,0.90133,0.80604,0.84985,0.842,0.158
27,0.26274,0.79140,0.90358,0.80815,0.85205,0.844,0.156
28,0.31951,0.82514,0.89591,0.80125,0.84424,0.850,0.150
29,0.32676,0.96345,0.89137,0.79605,0.84375,0.854,0.146
30,0.41376,0.84454,0.89531,0.80215,0.84180,0.875,0.125
31,0.35739,0.92533,0.88949,0.79899,0.84375,0.913,0.087
32,0.38199,0.84899,0.89976,0.81039,0.84253,0.905,0.095
33,0.33799,0.91323,0.89905,0.80490,0.84717,0.889,0.111
34,0.33735,0.96167,0.90057,0.81055,0.84863,0.879,0.121
35,0.32370,0.99365,0.89916,0.80851,0.84253,0.877,0.123
36,0.32761,1.00885,0.90091,0.81458,0.84814,0.872,0.128
37,0.31448,1.04982,0.89762,0.80644,0.84863,0.870,0.130
38,0.31968,1.08111,0.90033,0.80883,0.84741,0.867,0.133
39,0.31065,1.10354,0.89600,0.80015,0.84863,0.865,0.135
40,0.39245,0.90174,0.88962,0.79527,0.84106,0.878,0.122
41,0.31972,0.98335,0.89040,0.79518,0.83325,0.888,0.112
42,0.36491,0.87092,0.89239,0.79938,0.84619,0.882,0.118
43,0.30033,0.98311,0.88968,0.79540,0.84009,0.877,0.123
44,0.29183,1.04755,0.89196,0.79939,0.84424,0.886,0.114
45,0.27809,1.15262,0.89842,0.80838,0.85254,0.884,0.116
46,0.27257,1.11082,0.89746,0.80873,0.85156,0.881,0.119
