Epoch,Train_Loss,Valid_Loss,Valid_AUC,Valid_PRC,Accuracy,Drug_Weight_2D,Prot_Weight_2D
1,0.60693,0.50501,0.83207,0.85704,0.75069,0.340,0.660
2,0.47927,0.43817,0.87595,0.89165,0.79274,0.340,0.660
3,0.42499,0.42978,0.88199,0.89602,0.79917,0.340,0.660
4,0.39036,0.40464,0.89856,0.90815,0.82468,0.340,0.660
5,0.33150,0.46873,0.89773,0.90755,0.78355,0.340,0.660
6,0.31590,0.38567,0.91330,0.91929,0.83801,0.340,0.660
7,0.24626,0.41194,0.90560,0.91407,0.81985,0.340,0.660
8,0.24165,0.38653,0.92288,0.92627,0.85202,0.340,0.660
9,0.16740,0.48207,0.91051,0.91684,0.80928,0.340,0.660
10,0.15877,0.42024,0.92433,0.92804,0.85248,0.340,0.660
11,0.23203,0.53154,0.90719,0.91520,0.82675,0.348,0.652
12,0.41003,0.47394,0.92300,0.92448,0.85087,0.358,0.642
13,0.47413,0.58711,0.90736,0.91380,0.82996,0.358,0.642
14,0.65373,0.51392,0.92609,0.92903,0.85340,0.359,0.641
15,0.71923,0.58151,0.92256,0.92654,0.84191,0.360,0.640
16,0.89262,0.54547,0.92703,0.93212,0.86052,0.360,0.640
17,0.95946,0.69134,0.91855,0.92438,0.84467,0.361,0.639
18,1.11697,0.62242,0.92364,0.92733,0.85478,0.363,0.637
19,1.18788,0.71498,0.90727,0.91168,0.83341,0.364,0.636
20,1.32838,0.60077,0.92804,0.93129,0.85639,0.366,0.634
21,1.26007,0.72977,0.92047,0.92134,0.84582,0.369,0.631
22,1.24943,0.66130,0.92790,0.93229,0.85455,0.375,0.625
23,1.19341,0.74015,0.92759,0.93102,0.86144,0.377,0.623
24,1.16964,0.72292,0.92624,0.92883,0.85800,0.380,0.620
25,1.13521,0.79039,0.92027,0.92434,0.84926,0.382,0.618
26,1.13671,0.71272,0.92613,0.92762,0.85708,0.385,0.615
27,1.08985,1.02928,0.91557,0.92040,0.80630,0.387,0.613
28,1.11472,0.59994,0.92465,0.92496,0.85708,0.390,0.610
29,1.02157,0.70444,0.92672,0.92747,0.85570,0.391,0.609
30,0.98409,0.74735,0.92790,0.92975,0.85983,0.394,0.606
31,0.96230,0.78601,0.92732,0.93029,0.85708,0.397,0.603
32,0.92348,0.78392,0.93044,0.93354,0.86282,0.401,0.599
33,0.89956,0.82994,0.93085,0.93349,0.86236,0.402,0.598
34,0.86833,0.80623,0.93204,0.93673,0.86075,0.405,0.595
35,0.84278,0.88177,0.92410,0.92752,0.85731,0.407,0.593
36,0.86935,0.70482,0.92230,0.92480,0.85639,0.409,0.591
37,0.82104,0.72004,0.91479,0.91569,0.83847,0.410,0.590
38,0.82034,0.59449,0.92979,0.93386,0.85823,0.412,0.588
39,0.74588,0.70838,0.92871,0.93350,0.85983,0.413,0.587
40,0.71421,0.73634,0.93174,0.93542,0.86052,0.416,0.584
41,0.69782,0.78104,0.93182,0.93581,0.86213,0.418,0.582
42,0.66438,0.79420,0.93196,0.93463,0.86213,0.421,0.579
43,0.64626,0.81383,0.93309,0.93622,0.86167,0.422,0.578
44,0.61748,0.82988,0.93371,0.93702,0.86604,0.425,0.575
45,0.60123,0.84204,0.93412,0.93789,0.86535,0.426,0.574
46,0.57790,0.85376,0.93433,0.93787,0.86742,0.429,0.571
47,0.55768,0.86518,0.93425,0.93794,0.86696,0.430,0.570
48,0.53081,0.88056,0.93379,0.93761,0.86397,0.432,0.568
49,0.51576,0.88949,0.93420,0.93804,0.86604,0.433,0.567
50,0.49000,0.89946,0.93423,0.93819,0.86650,0.435,0.565
51,0.48017,0.90527,0.93426,0.93804,0.86719,0.436,0.564
52,0.45114,0.91582,0.93440,0.93818,0.86765,0.438,0.562
53,0.43750,0.92383,0.93432,0.93819,0.86742,0.439,0.561
54,0.41433,0.93173,0.93429,0.93770,0.86765,0.440,0.560
55,0.40147,0.93808,0.93450,0.93819,0.86420,0.441,0.559
56,0.38414,0.94674,0.93439,0.93793,0.86581,0.443,0.557
57,0.36763,0.95530,0.93417,0.93751,0.86788,0.444,0.556
58,0.34727,0.96278,0.93425,0.93797,0.86627,0.446,0.554
59,0.33605,0.96903,0.93404,0.93772,0.86535,0.447,0.553
60,0.51235,0.43856,0.92578,0.93016,0.85524,0.448,0.552
61,0.37135,0.60911,0.91451,0.92228,0.84766,0.450,0.550
62,0.35738,0.59625,0.92908,0.93359,0.85777,0.453,0.547
63,0.30807,0.68761,0.92731,0.93209,0.85708,0.454,0.546
64,0.30545,0.71158,0.93237,0.93376,0.86788,0.454,0.546
65,0.28840,0.75908,0.93139,0.93472,0.86397,0.455,0.545
66,0.28643,0.77820,0.93087,0.93544,0.86443,0.459,0.541
67,0.27038,0.82621,0.93337,0.93651,0.87017,0.460,0.540
68,0.26475,0.84386,0.93063,0.93450,0.86420,0.461,0.539
69,0.25593,0.87909,0.93100,0.93553,0.86328,0.461,0.539
70,0.26612,0.82712,0.92693,0.92961,0.85593,0.462,0.538
71,0.25613,1.09238,0.91214,0.91711,0.83042,0.463,0.537
72,0.31670,0.59899,0.92984,0.93287,0.85823,0.464,0.536
73,0.24140,0.68842,0.93001,0.93126,0.86098,0.464,0.536
74,0.23778,0.72117,0.93089,0.93269,0.86489,0.465,0.535
75,0.22229,0.79871,0.93118,0.93447,0.85983,0.465,0.535
76,0.22172,0.80871,0.93306,0.93583,0.87086,0.467,0.533
77,0.21085,0.81117,0.93392,0.93658,0.87109,0.468,0.532
78,0.20691,0.85893,0.93178,0.93616,0.86650,0.469,0.531
79,0.19971,0.86695,0.93360,0.93715,0.86857,0.469,0.531
80,0.19302,0.87920,0.93404,0.93796,0.86880,0.470,0.530
81,0.19349,0.88973,0.93412,0.93804,0.86926,0.470,0.530
82,0.18270,0.90176,0.93431,0.93846,0.86972,0.470,0.530
83,0.17896,0.90891,0.93453,0.93870,0.86972,0.471,0.529
84,0.17245,0.91852,0.93440,0.93860,0.87017,0.471,0.529
85,0.16875,0.93304,0.93401,0.93794,0.86903,0.471,0.529
86,0.16653,0.93739,0.93410,0.93805,0.86903,0.472,0.528
87,0.15862,0.94389,0.93426,0.93854,0.86857,0.472,0.528
88,0.15226,0.95154,0.93431,0.93854,0.86857,0.473,0.527
89,0.14866,0.95810,0.93413,0.93818,0.86880,0.473,0.527
90,0.14243,0.96475,0.93408,0.93811,0.86903,0.473,0.527
91,0.14316,0.97050,0.93447,0.93875,0.86926,0.473,0.527
92,0.13282,0.97748,0.93427,0.93846,0.86972,0.472,0.528
93,0.12940,0.98343,0.93427,0.93848,0.86972,0.472,0.528
94,0.12352,0.99027,0.93441,0.93887,0.86926,0.472,0.528
95,0.12022,0.99523,0.93440,0.93905,0.86857,0.472,0.528
96,0.11887,1.00016,0.93411,0.93833,0.86903,0.471,0.529
97,0.11140,1.00555,0.93412,0.93824,0.86903,0.471,0.529
98,0.19434,0.54418,0.92649,0.92924,0.85869,0.471,0.529
99,0.14054,0.79645,0.90983,0.90935,0.83088,0.471,0.529
100,0.15852,0.64131,0.92839,0.93101,0.86144,0.471,0.529
101,0.11398,0.76206,0.92720,0.92984,0.85685,0.471,0.529
102,0.10946,0.78385,0.93012,0.93214,0.85983,0.471,0.529
103,0.10211,0.81182,0.93088,0.93447,0.86236,0.471,0.529
104,0.09965,0.83872,0.93158,0.93435,0.86420,0.471,0.529
105,0.09792,0.85683,0.93305,0.93661,0.86811,0.471,0.529
106,0.10041,0.86755,0.93160,0.93486,0.86489,0.471,0.529
107,0.09451,0.87890,0.93264,0.93592,0.86512,0.471,0.529
108,0.09240,0.88948,0.93292,0.93635,0.86581,0.471,0.529
109,0.09117,0.89904,0.93288,0.93626,0.86696,0.471,0.529
110,0.08901,0.90887,0.93320,0.93681,0.86696,0.470,0.530
111,0.09211,0.91660,0.93336,0.93715,0.86627,0.470,0.530
112,0.08551,0.92614,0.93344,0.93727,0.86719,0.470,0.530
113,0.08420,0.93399,0.93355,0.93765,0.86558,0.470,0.530
