Epoch,Train_Loss,Valid_Loss,Valid_AUC,Valid_PRC,Accuracy,Drug_Weight_2D,Prot_Weight_2D
1,0.64139,0.59925,0.76244,0.76367,0.66332,0.521,0.479
2,0.54717,0.52288,0.81876,0.82416,0.73289,0.521,0.479
3,0.49273,0.49934,0.83677,0.83818,0.75446,0.521,0.479
4,0.45195,0.44961,0.86984,0.86947,0.78962,0.521,0.479
5,0.39804,0.48721,0.85115,0.85187,0.75688,0.521,0.479
6,0.37231,0.40977,0.89506,0.89519,0.81473,0.521,0.479
7,0.30405,0.50529,0.87644,0.87736,0.77883,0.521,0.479
8,0.28032,0.41120,0.90893,0.90787,0.82180,0.521,0.479
9,0.21002,0.42716,0.89452,0.89632,0.81510,0.521,0.479
10,0.19575,0.41406,0.91761,0.91966,0.83966,0.521,0.479
11,0.11751,0.52056,0.89185,0.89159,0.81269,0.521,0.479
12,0.14719,0.47763,0.91234,0.91383,0.83129,0.521,0.479
13,0.06507,0.58883,0.89428,0.89506,0.81138,0.521,0.479
14,0.10589,0.53087,0.91572,0.91661,0.83761,0.521,0.479
