Epoch,Train_Loss,Valid_Loss,Valid_AUC,Valid_PRC,Accuracy,Drug_Weight_2D,Prot_Weight_2D
1,0.61638,0.56924,0.81952,0.84967,0.70106,0.362,0.638
2,0.49428,0.47277,0.85807,0.87686,0.76861,0.362,0.638
3,0.44895,0.47453,0.85192,0.87090,0.77367,0.362,0.638
4,0.43926,0.45935,0.87069,0.88714,0.78010,0.362,0.638
5,0.40002,0.44792,0.86940,0.88546,0.77941,0.362,0.638
6,0.40511,0.43825,0.88261,0.89631,0.79159,0.362,0.638
7,0.35026,0.46749,0.86352,0.87804,0.77895,0.362,0.638
8,0.34966,0.44436,0.88743,0.89981,0.80262,0.362,0.638
9,0.30266,0.47926,0.88280,0.89672,0.78217,0.362,0.638
10,0.28841,0.45244,0.89263,0.90406,0.81411,0.362,0.638
11,0.23319,0.47527,0.88417,0.89656,0.79963,0.362,0.638
12,0.23834,0.48801,0.89270,0.90374,0.81135,0.362,0.638
13,0.17352,0.53977,0.88529,0.89803,0.79412,0.362,0.638
14,0.19519,0.52717,0.89537,0.90606,0.81503,0.362,0.638
15,0.11925,0.58795,0.88460,0.89794,0.80193,0.362,0.638
16,0.16197,0.56997,0.89617,0.90485,0.81778,0.362,0.638
17,0.08910,0.69939,0.89045,0.89608,0.80928,0.362,0.638
18,0.14780,0.60202,0.89434,0.90322,0.81939,0.362,0.638
19,0.07055,0.67977,0.88404,0.89281,0.80308,0.362,0.638
20,0.11534,0.68935,0.89288,0.90125,0.81618,0.362,0.638
21,0.75212,0.80027,0.88267,0.89506,0.80193,0.362,0.638
22,0.77388,0.72633,0.89445,0.90216,0.81870,0.361,0.639
23,0.73129,0.83065,0.88929,0.89744,0.80882,0.360,0.640
24,0.77185,0.72786,0.89685,0.90533,0.82008,0.360,0.640
25,0.71007,0.84708,0.89669,0.90657,0.81916,0.360,0.640
26,0.73240,0.76630,0.90071,0.90840,0.82698,0.359,0.641
27,0.68554,0.89427,0.89126,0.90184,0.81710,0.359,0.641
28,0.70317,0.83400,0.89886,0.90799,0.82399,0.359,0.641
29,0.66696,0.89336,0.89281,0.90340,0.81572,0.359,0.641
30,0.71090,0.77619,0.89838,0.90614,0.82491,0.359,0.641
31,0.64650,0.89399,0.89953,0.90858,0.82330,0.359,0.641
32,0.65101,0.89966,0.90022,0.90628,0.83042,0.358,0.642
33,0.62625,1.05486,0.89078,0.89972,0.80446,0.358,0.642
34,0.65483,0.88267,0.89474,0.89998,0.81916,0.357,0.643
35,0.60893,0.95406,0.89715,0.90314,0.82146,0.357,0.643
36,0.61643,0.86669,0.90165,0.90867,0.82835,0.356,0.644
37,0.58701,1.00579,0.89440,0.90222,0.81687,0.355,0.645
38,0.59450,0.91591,0.89984,0.90782,0.82330,0.355,0.645
39,0.56470,0.99906,0.90036,0.90971,0.81411,0.354,0.646
40,0.58048,0.95315,0.89922,0.90715,0.82445,0.353,0.647
41,0.55020,0.99259,0.89504,0.90362,0.81687,0.353,0.647
42,0.56072,0.94226,0.90187,0.90950,0.82744,0.352,0.648
43,0.52767,0.98450,0.90261,0.91096,0.82721,0.352,0.648
44,0.54488,0.92032,0.90205,0.90857,0.82652,0.351,0.649
45,0.50648,1.02591,0.90056,0.90601,0.82606,0.351,0.649
46,0.50829,0.97266,0.90242,0.90665,0.82812,0.350,0.650
47,0.48309,1.08936,0.89792,0.90518,0.82537,0.349,0.651
48,0.48742,1.05318,0.90079,0.90467,0.82744,0.349,0.651
49,0.46534,1.07234,0.89870,0.90341,0.82583,0.348,0.652
50,0.47470,1.02613,0.90045,0.90737,0.82537,0.348,0.652
51,0.45028,0.98590,0.89549,0.90376,0.81411,0.347,0.653
52,0.48050,0.87766,0.90404,0.91059,0.82422,0.347,0.653
53,0.43155,0.92584,0.90075,0.90808,0.82169,0.346,0.654
54,0.43220,0.97190,0.90332,0.91062,0.82445,0.346,0.654
55,0.41093,0.99872,0.90403,0.91035,0.82790,0.345,0.655
56,0.41033,1.02802,0.90631,0.91514,0.82721,0.345,0.655
57,0.39100,1.06750,0.90513,0.91372,0.82261,0.344,0.656
58,0.38903,1.06504,0.90663,0.91439,0.82468,0.344,0.656
59,0.37511,1.11388,0.90530,0.91252,0.82744,0.343,0.657
60,0.37687,1.08868,0.90612,0.91443,0.82858,0.342,0.658
61,0.36958,1.08080,0.90069,0.91060,0.82284,0.342,0.658
62,0.41414,0.80270,0.90590,0.91322,0.82698,0.342,0.658
63,0.35308,0.89159,0.90561,0.91222,0.82881,0.341,0.659
64,0.34284,0.93598,0.90908,0.91508,0.83387,0.341,0.659
65,0.33129,1.03371,0.90762,0.91572,0.82744,0.340,0.660
66,0.32831,1.06118,0.90628,0.91333,0.82583,0.340,0.660
67,0.31782,1.11661,0.90584,0.91389,0.83456,0.340,0.660
68,0.32053,1.06016,0.90531,0.91169,0.82950,0.339,0.661
69,0.30478,1.10424,0.90339,0.90890,0.82698,0.339,0.661
70,0.31252,1.10951,0.89820,0.90549,0.82491,0.338,0.662
71,0.29828,1.22158,0.89371,0.89832,0.81710,0.338,0.662
72,0.35692,0.80078,0.90783,0.91530,0.82307,0.338,0.662
73,0.28844,0.90483,0.90745,0.91772,0.82881,0.337,0.663
74,0.28272,0.99370,0.90828,0.91722,0.82927,0.337,0.663
75,0.27107,1.08638,0.90834,0.91763,0.82927,0.337,0.663
76,0.26458,1.06381,0.90818,0.91752,0.82606,0.336,0.664
77,0.25799,1.11027,0.90785,0.91578,0.82927,0.336,0.664
78,0.25202,1.09211,0.91068,0.91975,0.83042,0.336,0.664
79,0.24743,1.20474,0.90175,0.90960,0.82123,0.335,0.665
80,0.25636,1.12235,0.90439,0.91244,0.82560,0.335,0.665
81,0.25933,1.01413,0.89391,0.90012,0.82353,0.335,0.665
82,0.34183,0.75535,0.90054,0.90592,0.82445,0.334,0.666
83,0.25305,0.79706,0.90527,0.91152,0.82698,0.334,0.666
84,0.23691,0.90819,0.90916,0.91560,0.83134,0.334,0.666
85,0.22639,0.97664,0.90948,0.91395,0.83640,0.334,0.666
86,0.22133,0.98989,0.91081,0.91811,0.83295,0.333,0.667
87,0.21689,1.02793,0.91164,0.91894,0.83525,0.333,0.667
88,0.21250,1.05624,0.91193,0.91936,0.83594,0.333,0.667
89,0.21003,1.08855,0.90968,0.91697,0.83502,0.333,0.667
90,0.20503,1.08456,0.91188,0.91957,0.83686,0.332,0.668
91,0.20112,1.11290,0.91320,0.92194,0.83525,0.332,0.668
92,0.19579,1.13020,0.91333,0.92193,0.83847,0.332,0.668
93,0.19280,1.17232,0.91184,0.92027,0.83709,0.331,0.669
94,0.20111,1.07070,0.90796,0.91644,0.83410,0.331,0.669
95,0.20676,1.31677,0.89169,0.90078,0.80607,0.331,0.669
96,0.26874,0.74486,0.90782,0.91453,0.83249,0.331,0.669
97,0.19405,0.83388,0.90575,0.91457,0.82698,0.330,0.670
98,0.19016,0.90404,0.91207,0.91915,0.83801,0.330,0.670
99,0.17705,0.96274,0.90928,0.91758,0.82904,0.330,0.670
100,0.17463,0.98714,0.91254,0.91983,0.83732,0.330,0.670
101,0.17045,1.00728,0.91342,0.92069,0.83824,0.330,0.670
102,0.16599,1.02504,0.91346,0.92131,0.83892,0.329,0.671
103,0.16373,1.03777,0.91398,0.92177,0.84191,0.329,0.671
104,0.15970,1.06081,0.91268,0.92057,0.83938,0.329,0.671
105,0.15745,1.07002,0.91387,0.92133,0.84007,0.329,0.671
106,0.15327,1.08560,0.91309,0.92104,0.83984,0.329,0.671
107,0.15076,1.10016,0.91388,0.92159,0.84214,0.328,0.672
108,0.14657,1.11009,0.91479,0.92229,0.84306,0.328,0.672
109,0.14400,1.11255,0.91467,0.92177,0.84099,0.328,0.672
110,0.14136,1.21676,0.91249,0.92046,0.84007,0.328,0.672
111,0.13812,1.24509,0.90821,0.91620,0.83019,0.328,0.672
112,0.24334,0.72452,0.90852,0.91635,0.83111,0.327,0.673
113,0.16053,0.84840,0.90610,0.91653,0.82904,0.327,0.673
114,0.15343,0.85377,0.91313,0.92182,0.83479,0.327,0.673
115,0.13436,0.96263,0.91397,0.92370,0.83869,0.327,0.673
116,0.13361,0.94716,0.91248,0.92055,0.83778,0.327,0.673
117,0.12829,1.01698,0.91203,0.91967,0.83617,0.327,0.673
118,0.12579,1.01699,0.91354,0.92192,0.84076,0.327,0.673
119,0.12336,1.02344,0.91518,0.92398,0.84053,0.327,0.673
120,0.12110,1.04011,0.91521,0.92382,0.83938,0.326,0.674
121,0.11960,1.05203,0.91501,0.92362,0.83892,0.326,0.674
122,0.11671,1.06342,0.91574,0.92479,0.83869,0.326,0.674
123,0.11533,1.07591,0.91603,0.92482,0.84076,0.326,0.674
124,0.11325,1.10676,0.91488,0.92348,0.84122,0.326,0.674
125,0.11444,1.21020,0.90648,0.91429,0.82376,0.326,0.674
126,0.19677,0.76805,0.90567,0.91210,0.82514,0.326,0.674
127,0.12542,0.87543,0.90492,0.91375,0.82790,0.326,0.674
128,0.12261,0.86530,0.91199,0.92048,0.83548,0.326,0.674
129,0.10906,0.93234,0.91210,0.91961,0.84122,0.325,0.675
130,0.10763,0.96716,0.91244,0.92065,0.83938,0.325,0.675
131,0.10412,0.99477,0.91297,0.92202,0.84030,0.325,0.675
132,0.10326,1.00594,0.91322,0.92144,0.84053,0.325,0.675
133,0.10102,1.06307,0.91285,0.92015,0.84053,0.325,0.675
134,0.10343,1.04122,0.91216,0.91990,0.84260,0.325,0.675
135,0.10047,1.13428,0.91049,0.91890,0.83272,0.325,0.675
136,0.10530,1.05489,0.91252,0.92147,0.83961,0.325,0.675
137,0.10239,1.06101,0.90736,0.91669,0.82927,0.325,0.675
138,0.14603,0.90665,0.90912,0.91433,0.83686,0.325,0.675
139,0.10162,0.94947,0.91037,0.91871,0.83502,0.325,0.675
140,0.10579,0.93598,0.91288,0.91949,0.84145,0.324,0.676
141,0.09328,0.98267,0.91487,0.92189,0.84145,0.324,0.676
142,0.09090,1.01046,0.91392,0.92141,0.84352,0.324,0.676
143,0.08951,1.02545,0.91478,0.92214,0.84352,0.324,0.676
