Epoch,Train_Loss,Valid_Loss,Valid_AUC,Valid_PRC,Accuracy,Drug_Weight_2D,Prot_Weight_2D
1,0.60702,0.50538,0.83255,0.84485,0.75850,0.490,0.510
2,0.48316,0.45898,0.86444,0.87032,0.78745,0.498,0.502
3,0.43053,0.52602,0.86558,0.87334,0.73851,0.515,0.485
4,0.40693,0.41751,0.89122,0.89362,0.80951,0.533,0.467
5,0.36352,0.44745,0.88562,0.89108,0.78745,0.549,0.451
6,0.33727,0.39096,0.90953,0.91081,0.83341,0.564,0.436
7,0.28193,0.42017,0.90247,0.90607,0.82031,0.593,0.407
8,0.26094,0.40122,0.91396,0.91499,0.84030,0.626,0.374
9,0.18930,0.56370,0.89186,0.89718,0.77826,0.671,0.329
10,0.20229,0.42211,0.91895,0.92025,0.84651,0.701,0.299
11,0.11289,0.50363,0.89793,0.90156,0.81319,0.735,0.265
12,0.15815,0.44752,0.92279,0.92274,0.84789,0.759,0.241
13,0.06560,0.58771,0.91049,0.91041,0.83042,0.776,0.224
14,0.10870,0.50248,0.91990,0.91797,0.85064,0.805,0.195
15,0.03480,0.62825,0.90923,0.90721,0.83938,0.817,0.183
16,0.07073,0.61627,0.91882,0.91807,0.84352,0.835,0.165
17,0.02171,0.75034,0.91164,0.90999,0.82950,0.842,0.158
18,0.05759,0.63934,0.92147,0.92004,0.84352,0.858,0.142
19,0.01674,0.71710,0.91748,0.91737,0.83847,0.861,0.139
20,0.05277,0.68980,0.91897,0.91885,0.84812,0.870,0.130
21,0.01597,0.72784,0.91850,0.91887,0.84306,0.873,0.127
22,0.04125,0.75037,0.91810,0.91502,0.84605,0.879,0.121
23,0.01367,0.77974,0.91568,0.91905,0.83984,0.882,0.118
24,0.04802,0.71228,0.92113,0.92023,0.84697,0.881,0.119
25,0.01580,0.81030,0.91355,0.91623,0.83663,0.886,0.114
26,0.04913,0.70895,0.92323,0.92357,0.85248,0.879,0.121
27,0.00994,0.92518,0.91386,0.91772,0.83272,0.880,0.120
28,0.05526,0.69717,0.92318,0.92247,0.85777,0.861,0.139
29,0.01089,0.78941,0.91952,0.91968,0.85087,0.853,0.147
30,0.01823,0.81389,0.92368,0.92495,0.84949,0.849,0.151
31,0.00440,0.84997,0.92475,0.92742,0.85156,0.850,0.150
32,0.01917,0.83473,0.92247,0.92388,0.84995,0.864,0.136
33,0.00576,0.93128,0.92138,0.92291,0.85156,0.867,0.133
34,0.02791,0.84126,0.92015,0.92203,0.85018,0.862,0.138
35,0.01045,0.92792,0.91526,0.91836,0.83433,0.864,0.136
36,0.06185,0.70769,0.92278,0.92585,0.85133,0.838,0.162
37,0.01396,0.80239,0.91937,0.92195,0.85041,0.819,0.181
38,0.03299,0.76633,0.92261,0.92464,0.85248,0.822,0.178
39,0.00873,0.85792,0.92151,0.92280,0.86236,0.830,0.170
40,0.02386,0.81255,0.92514,0.92584,0.85593,0.830,0.170
41,0.00468,0.84145,0.92524,0.92717,0.85547,0.823,0.177
42,0.01545,0.83398,0.92476,0.92554,0.85363,0.837,0.163
43,0.00511,0.86994,0.92761,0.92976,0.85685,0.842,0.158
44,0.00831,0.89731,0.92542,0.92717,0.85547,0.855,0.145
45,0.00283,0.94957,0.92347,0.92551,0.85662,0.855,0.145
46,0.01833,0.92056,0.92252,0.92361,0.85340,0.837,0.163
47,0.01116,1.08468,0.91241,0.91180,0.83502,0.838,0.162
48,0.06340,0.68753,0.92332,0.92535,0.85409,0.761,0.239
49,0.00923,0.85234,0.92409,0.92569,0.84858,0.758,0.242
50,0.02064,0.83833,0.92213,0.92257,0.84926,0.722,0.278
51,0.00529,0.88733,0.92467,0.92819,0.86098,0.706,0.294
52,0.01196,0.90658,0.92433,0.92691,0.85685,0.727,0.273
53,0.00322,0.99500,0.92145,0.92135,0.84789,0.736,0.264
54,0.00757,0.94917,0.92618,0.92753,0.85731,0.733,0.267
55,0.00286,1.05920,0.92098,0.92290,0.84191,0.742,0.258
56,0.04546,0.74421,0.92674,0.92793,0.85432,0.724,0.276
57,0.00861,0.91529,0.92393,0.92424,0.85087,0.714,0.286
58,0.02329,0.85984,0.92382,0.92561,0.85363,0.694,0.306
