Epoch,Train_Loss,Valid_Loss,Valid_AUC,Valid_PRC,Accuracy,Drug_Weight_2D,Prot_Weight_2D
1,0.60557,0.63138,0.83330,0.68016,0.57422,0.424,0.576
2,0.50046,0.46697,0.85767,0.73265,0.77148,0.446,0.554
3,0.48010,0.47343,0.85393,0.72518,0.76758,0.467,0.533
4,0.47362,0.46041,0.86358,0.74077,0.79492,0.487,0.513
5,0.45595,0.48829,0.86285,0.74255,0.72119,0.500,0.500
6,0.44689,0.43851,0.87683,0.76808,0.78540,0.518,0.482
7,0.41004,0.46397,0.88272,0.77145,0.73267,0.563,0.437
8,0.39187,0.41530,0.89166,0.78637,0.80347,0.619,0.381
9,0.35504,0.40703,0.89703,0.79262,0.81665,0.654,0.346
10,0.33820,0.38062,0.91013,0.81642,0.82227,0.694,0.306
11,0.29497,0.42149,0.89284,0.78763,0.80347,0.720,0.280
12,0.29177,0.38201,0.91360,0.82172,0.83447,0.741,0.259
13,0.23149,0.46714,0.88929,0.77286,0.76611,0.752,0.248
14,0.23582,0.39835,0.91461,0.82333,0.84717,0.758,0.242
15,0.16182,0.46294,0.90144,0.79882,0.82251,0.766,0.234
16,0.18620,0.43590,0.91561,0.82933,0.84912,0.768,0.232
17,0.11309,0.48334,0.90334,0.79762,0.82544,0.770,0.230
18,0.14482,0.48995,0.91170,0.81790,0.84766,0.776,0.224
19,0.08183,0.53089,0.90461,0.80486,0.82422,0.780,0.220
20,0.10565,0.53402,0.90898,0.80885,0.84863,0.789,0.211
21,0.26629,0.65339,0.89768,0.78508,0.84204,0.791,0.209
22,0.44264,0.57311,0.91262,0.81734,0.84717,0.794,0.206
23,0.52917,0.65983,0.91028,0.81543,0.85181,0.797,0.203
24,0.67933,0.67515,0.91138,0.81494,0.85327,0.801,0.199
25,0.78643,0.72008,0.90932,0.80481,0.84375,0.802,0.198
26,0.94501,0.70415,0.90698,0.80489,0.85156,0.805,0.195
27,1.03719,0.72018,0.90799,0.80773,0.83643,0.806,0.194
28,1.20154,0.67430,0.90699,0.80123,0.84082,0.808,0.192
29,1.26079,0.72756,0.90455,0.80375,0.84839,0.809,0.191
30,1.37331,0.74386,0.91017,0.81040,0.85229,0.805,0.195
31,1.31625,0.84012,0.90239,0.79804,0.85205,0.797,0.203
32,1.28974,0.82072,0.90938,0.80768,0.85303,0.792,0.208
33,1.25103,0.98034,0.90617,0.80255,0.85156,0.790,0.210
34,1.21886,0.85738,0.91355,0.81908,0.86206,0.777,0.223
35,1.18399,0.95571,0.91162,0.81735,0.86084,0.771,0.229
36,1.15477,0.87027,0.91064,0.80732,0.85425,0.770,0.230
37,1.12102,0.98118,0.91504,0.81820,0.86206,0.769,0.231
38,1.09210,0.94088,0.91176,0.81443,0.85620,0.762,0.238
39,1.06100,0.90059,0.90643,0.80922,0.84692,0.765,0.235
40,1.08966,0.86884,0.89578,0.78916,0.83594,0.767,0.233
41,1.02427,0.88247,0.89940,0.79798,0.83276,0.768,0.232
42,1.05287,0.75586,0.90082,0.79138,0.83423,0.779,0.221
43,0.96260,0.81733,0.90327,0.80434,0.84106,0.774,0.226
44,0.93129,0.85709,0.90179,0.79348,0.84570,0.763,0.237
45,0.89410,0.86482,0.90816,0.80325,0.85034,0.758,0.242
46,0.86282,0.88300,0.90810,0.81172,0.84912,0.746,0.254
