Epoch,Train_Loss,Valid_Loss,Valid_AUC,Valid_PRC,Accuracy,Drug_Weight_2D,Prot_Weight_2D
1,0.62977,0.63489,0.81231,0.62221,0.77515,0.434,0.566
2,0.51239,0.47075,0.85644,0.71239,0.79150,0.434,0.566
3,0.48557,0.50179,0.85320,0.70267,0.71484,0.434,0.566
4,0.46994,0.45684,0.86553,0.73848,0.79443,0.434,0.566
5,0.45384,0.47096,0.85957,0.72536,0.81055,0.434,0.566
6,0.44278,0.42922,0.88334,0.77900,0.80029,0.434,0.566
7,0.41477,0.45455,0.87647,0.75874,0.82202,0.434,0.566
8,0.40559,0.41484,0.89215,0.78943,0.82178,0.434,0.566
9,0.37022,0.43471,0.88306,0.77396,0.80151,0.434,0.566
10,0.37023,0.39911,0.90041,0.80146,0.82544,0.434,0.566
11,0.47531,0.41975,0.89105,0.78889,0.82495,0.436,0.564
12,0.61020,0.39066,0.90875,0.81350,0.83374,0.437,0.563
13,0.70152,0.41716,0.89786,0.79526,0.82080,0.436,0.564
14,0.82921,0.39401,0.91110,0.81487,0.83911,0.436,0.564
15,0.90177,0.43480,0.89704,0.78785,0.83008,0.435,0.565
16,1.02384,0.42447,0.91141,0.81976,0.85400,0.436,0.564
17,1.07258,0.50077,0.89558,0.78567,0.83936,0.436,0.564
18,1.20867,0.45330,0.91239,0.82163,0.85083,0.434,0.566
19,1.23951,0.54223,0.89665,0.78938,0.83423,0.433,0.567
20,1.34857,0.51726,0.91093,0.81179,0.85645,0.431,0.569
21,1.26942,0.65293,0.90452,0.80302,0.84961,0.431,0.569
22,1.26910,0.57934,0.90539,0.80671,0.84692,0.429,0.571
23,1.18114,0.71534,0.89582,0.78959,0.84277,0.427,0.573
24,1.16024,0.68262,0.90552,0.80507,0.85059,0.425,0.575
25,1.10692,0.69240,0.90535,0.80805,0.84204,0.424,0.576
26,1.09386,0.73644,0.90524,0.80807,0.84644,0.422,0.578
27,1.03765,0.82770,0.89788,0.79615,0.84790,0.421,0.579
28,1.02578,0.77069,0.90340,0.80532,0.84521,0.419,0.581
29,0.97897,0.90149,0.89554,0.79501,0.84814,0.417,0.583
30,0.98812,0.77274,0.90155,0.80191,0.84521,0.415,0.585
31,0.92745,0.82011,0.89528,0.78134,0.83643,0.414,0.586
32,0.90873,0.85816,0.90217,0.80172,0.85156,0.412,0.588
33,0.85890,0.88863,0.89958,0.79764,0.84229,0.411,0.589
34,0.84372,0.89532,0.89964,0.79665,0.84644,0.408,0.592
35,0.80198,0.94209,0.89916,0.79481,0.84595,0.407,0.593
36,0.78663,0.89893,0.90480,0.79865,0.85083,0.406,0.594
37,0.74933,0.96050,0.89486,0.78292,0.84692,0.406,0.594
38,0.75218,0.88104,0.90114,0.79698,0.84595,0.404,0.596
39,0.70483,0.92428,0.89810,0.78025,0.83911,0.403,0.597
40,0.71367,0.87763,0.89875,0.80100,0.84692,0.401,0.599
41,0.66442,0.97585,0.89876,0.79612,0.84985,0.400,0.600
42,0.65538,0.85930,0.90846,0.80682,0.85327,0.398,0.602
43,0.61072,0.94091,0.90304,0.79620,0.85059,0.397,0.603
44,0.58743,0.95443,0.90658,0.80558,0.85303,0.395,0.605
45,0.56401,1.03532,0.89648,0.78593,0.84351,0.394,0.606
46,0.56029,0.95354,0.90552,0.79749,0.85010,0.392,0.608
47,0.52600,0.94859,0.90655,0.80354,0.84521,0.391,0.609
48,0.50214,1.03349,0.90692,0.80283,0.85254,0.390,0.610
