Epoch,Train_Loss,Valid_Loss,Valid_AUC,Valid_PRC,Accuracy,Drug_Weight_2D,Prot_Weight_2D
1,0.59905,0.60210,0.81115,0.83524,0.65924,0.801,0.199
2,0.48353,0.46808,0.85914,0.87793,0.76884,0.822,0.178
3,0.42688,0.46701,0.86271,0.87968,0.78079,0.842,0.158
4,0.39196,0.42822,0.88609,0.90010,0.80400,0.857,0.143
5,0.35009,0.45089,0.86766,0.88759,0.78952,0.856,0.144
6,0.32203,0.39411,0.90647,0.91806,0.83249,0.840,0.160
7,0.25752,0.42087,0.89686,0.91047,0.81020,0.848,0.152
8,0.24211,0.40662,0.91353,0.92408,0.83594,0.865,0.135
9,0.15868,0.45554,0.90375,0.91646,0.82330,0.883,0.117
10,0.17494,0.42048,0.92005,0.92753,0.84628,0.909,0.091
11,0.08500,0.50847,0.89940,0.90745,0.82284,0.920,0.080
12,0.12572,0.49976,0.91668,0.92566,0.84191,0.911,0.089
13,0.04813,0.56604,0.91202,0.92047,0.83065,0.910,0.090
14,0.08484,0.55162,0.91708,0.92464,0.84628,0.906,0.094
15,0.02585,0.65384,0.91421,0.92206,0.84122,0.916,0.084
16,0.05598,0.61913,0.91924,0.92715,0.84398,0.923,0.077
17,0.01787,0.68269,0.91592,0.92121,0.84444,0.927,0.073
18,0.07566,0.59497,0.92111,0.92676,0.84651,0.925,0.075
19,0.01880,0.69911,0.91586,0.92234,0.83640,0.923,0.077
20,0.04626,0.64444,0.92078,0.92802,0.84191,0.922,0.078
21,0.71246,0.76173,0.91808,0.92652,0.84099,0.924,0.076
22,0.71206,0.75056,0.92220,0.92837,0.85041,0.931,0.069
23,0.69164,0.79826,0.91983,0.92205,0.85018,0.933,0.067
24,0.72407,0.72498,0.91908,0.92548,0.84145,0.936,0.064
25,0.67859,0.79478,0.91506,0.91830,0.84122,0.939,0.061
26,0.69594,0.73928,0.92038,0.92702,0.84835,0.944,0.056
27,0.65964,0.82251,0.91752,0.92727,0.84053,0.953,0.047
28,0.67279,0.75985,0.92305,0.92844,0.85041,0.965,0.035
29,0.63846,0.85741,0.91805,0.92206,0.85018,0.968,0.032
30,0.65210,0.81037,0.91695,0.91790,0.85110,0.967,0.033
31,0.62197,0.85540,0.91708,0.92638,0.84329,0.968,0.032
32,0.63560,0.75347,0.92203,0.92825,0.84536,0.972,0.028
33,0.59872,0.84127,0.91825,0.92595,0.83961,0.972,0.028
34,0.60762,0.78848,0.92016,0.92431,0.84651,0.957,0.043
35,0.57413,0.92533,0.92183,0.92842,0.83525,0.950,0.050
36,0.57193,0.83905,0.92201,0.92770,0.84858,0.954,0.046
37,0.55064,0.88958,0.92358,0.92965,0.85225,0.952,0.048
38,0.54278,0.88452,0.92281,0.92978,0.85064,0.948,0.052
39,0.52831,0.95839,0.92117,0.92818,0.84674,0.946,0.054
40,0.54645,0.83312,0.91561,0.92381,0.84674,0.941,0.059
41,0.51366,0.97097,0.91187,0.92213,0.82560,0.935,0.065
42,0.53164,0.73503,0.92186,0.92940,0.85271,0.937,0.063
43,0.48454,0.82330,0.92239,0.93037,0.84467,0.936,0.064
44,0.47074,0.89373,0.92245,0.93056,0.84835,0.935,0.065
45,0.45937,0.91837,0.92500,0.93339,0.85892,0.934,0.066
46,0.44518,0.92680,0.92490,0.93125,0.85869,0.934,0.066
