Epoch,Train_Loss,Valid_Loss,Valid_AUC,Valid_PRC,Accuracy,Drug_Weight_2D,Prot_Weight_2D
1,0.62668,0.53563,0.81009,0.66206,0.75171,0.380,0.620
2,0.49949,0.47108,0.85527,0.73924,0.77417,0.396,0.604
3,0.46794,0.47288,0.85397,0.73165,0.77295,0.421,0.579
4,0.45542,0.44401,0.87316,0.76445,0.79321,0.448,0.552
5,0.42176,0.46687,0.86809,0.76481,0.81470,0.480,0.520
6,0.41176,0.42102,0.88811,0.78326,0.81519,0.525,0.475
7,0.37699,0.43621,0.87976,0.77668,0.80347,0.560,0.440
8,0.38595,0.41304,0.89387,0.79908,0.80859,0.583,0.417
9,0.35341,0.43448,0.88862,0.79742,0.77271,0.599,0.401
10,0.35222,0.41149,0.89696,0.80334,0.81665,0.618,0.382
11,0.32046,0.45078,0.89275,0.79112,0.76636,0.643,0.357
12,0.34360,0.40976,0.89794,0.80989,0.80615,0.730,0.270
13,0.30920,0.46615,0.88208,0.77571,0.74951,0.739,0.261
14,0.31250,0.42023,0.89865,0.80323,0.79736,0.767,0.233
15,0.28095,0.44273,0.88790,0.79209,0.79248,0.776,0.224
16,0.48749,0.56772,0.78345,0.62556,0.72314,0.773,0.227
17,0.53178,0.66451,0.68695,0.49953,0.72705,0.769,0.231
18,0.53309,0.80110,0.70401,0.50718,0.71948,0.767,0.233
19,0.51830,0.84606,0.66321,0.40786,0.70801,0.771,0.229
20,0.52285,0.72376,0.81661,0.66589,0.73022,0.802,0.198
21,1.20759,0.59740,0.81576,0.66438,0.78320,0.799,0.201
22,1.19071,0.53451,0.83151,0.67922,0.79419,0.791,0.209
23,1.17184,0.55274,0.82667,0.66590,0.79126,0.792,0.208
24,1.16242,0.60207,0.83306,0.68061,0.78418,0.790,0.210
25,1.15147,0.58297,0.82822,0.68214,0.78833,0.791,0.209
26,1.14317,0.50051,0.83717,0.69214,0.76904,0.786,0.214
27,1.12571,0.61886,0.82913,0.68242,0.78516,0.785,0.215
28,1.12228,0.51764,0.83468,0.68807,0.78125,0.775,0.225
29,1.10441,0.52872,0.81739,0.67240,0.77979,0.793,0.207
30,1.10034,0.50113,0.83839,0.69837,0.77344,0.768,0.232
31,1.08466,0.50160,0.83465,0.70093,0.76978,0.758,0.242
32,1.07946,0.50532,0.83963,0.70113,0.78516,0.785,0.215
33,1.06104,0.51680,0.82914,0.68687,0.75659,0.792,0.208
34,1.05649,0.49707,0.83922,0.70117,0.76514,0.790,0.210
35,1.04554,0.52709,0.82948,0.68241,0.78052,0.775,0.225
36,1.03838,0.50161,0.83891,0.71091,0.75977,0.761,0.239
37,1.02027,0.51080,0.83391,0.68930,0.73047,0.769,0.231
38,1.02040,0.50508,0.83808,0.71069,0.75977,0.719,0.281
39,1.00185,0.51314,0.83546,0.69797,0.78955,0.710,0.290
40,0.99837,0.51259,0.83525,0.69427,0.77246,0.709,0.291
41,0.98000,0.52209,0.82739,0.67218,0.76074,0.701,0.299
42,0.98023,0.52079,0.83530,0.69696,0.75952,0.688,0.312
43,0.96240,0.58212,0.82125,0.68560,0.79395,0.690,0.310
44,0.96670,0.53036,0.83532,0.69878,0.75757,0.734,0.266
