Epoch,Train_Loss,Valid_Loss,Valid_AUC,Valid_PRC,Accuracy,Drug_Weight_2D,Prot_Weight_2D
1,0.65362,0.59077,0.79239,0.59410,0.64893,0.674,0.326
2,0.52125,0.48217,0.85362,0.71388,0.74683,0.674,0.326
3,0.48371,0.49226,0.85515,0.70619,0.72803,0.674,0.326
4,0.48095,0.46174,0.86301,0.72787,0.78442,0.674,0.326
5,0.46406,0.47243,0.85773,0.71765,0.76001,0.674,0.326
6,0.46661,0.45784,0.86591,0.73200,0.77759,0.674,0.326
7,0.44737,0.47281,0.86096,0.72629,0.75122,0.674,0.326
8,0.43831,0.43327,0.88115,0.75725,0.79785,0.674,0.326
9,0.41302,0.43300,0.88010,0.75961,0.80933,0.674,0.326
10,0.40093,0.42067,0.89178,0.77675,0.83374,0.674,0.326
11,0.52001,0.43302,0.88466,0.76490,0.82300,0.676,0.324
12,0.64579,0.40710,0.89792,0.78953,0.82300,0.678,0.322
13,0.74712,0.44132,0.88007,0.76849,0.79614,0.678,0.322
14,0.88161,0.40749,0.89929,0.79624,0.82593,0.678,0.322
15,0.97304,0.46151,0.88483,0.77264,0.82959,0.678,0.322
16,1.10700,0.40927,0.90299,0.80222,0.82593,0.679,0.321
17,1.17132,0.47440,0.88091,0.76446,0.80786,0.679,0.321
18,1.28407,0.43198,0.90040,0.79869,0.83057,0.679,0.321
19,1.33866,0.49769,0.87792,0.76366,0.81226,0.678,0.322
20,1.44375,0.45407,0.90210,0.79772,0.83813,0.678,0.322
21,1.37970,0.51553,0.88631,0.76829,0.82812,0.679,0.321
22,1.35874,0.47403,0.90030,0.79614,0.82861,0.679,0.321
23,1.28382,0.52590,0.88665,0.76562,0.82251,0.679,0.321
24,1.27098,0.49569,0.90156,0.79563,0.83496,0.679,0.321
25,1.19406,0.55015,0.89955,0.78982,0.83887,0.679,0.321
26,1.19321,0.54344,0.89976,0.79012,0.83643,0.679,0.321
27,1.11117,0.59596,0.89309,0.77444,0.80933,0.679,0.321
28,1.10707,0.58474,0.90120,0.79394,0.84155,0.679,0.321
29,1.03173,0.67983,0.89263,0.78181,0.83521,0.678,0.322
30,1.03462,0.61424,0.90221,0.79246,0.83569,0.676,0.324
31,0.96787,0.75631,0.88856,0.76724,0.83716,0.675,0.325
32,0.95564,0.73061,0.89719,0.78490,0.84375,0.676,0.324
33,0.89553,0.76359,0.89436,0.77788,0.83105,0.675,0.325
34,0.89188,0.72081,0.90095,0.78870,0.84619,0.672,0.328
35,0.83359,0.82816,0.89257,0.77824,0.83472,0.671,0.329
36,0.84318,0.80054,0.90035,0.79501,0.84253,0.671,0.329
37,0.78213,0.83710,0.89728,0.78435,0.83936,0.670,0.330
38,0.78200,0.82540,0.89726,0.79197,0.84546,0.668,0.332
39,0.73634,0.93162,0.89184,0.77633,0.84326,0.667,0.333
40,0.73627,0.84397,0.89861,0.79125,0.84595,0.665,0.335
41,0.69925,1.04729,0.89097,0.78633,0.84961,0.664,0.336
42,0.69303,0.88433,0.89751,0.79164,0.84521,0.663,0.337
43,0.64898,0.98355,0.89467,0.78169,0.83838,0.662,0.338
44,0.65202,0.90388,0.89864,0.78845,0.84961,0.660,0.340
45,0.60847,0.91687,0.90261,0.79611,0.84399,0.659,0.341
46,0.61118,0.94360,0.89951,0.79433,0.84106,0.657,0.343
47,0.56929,1.04000,0.89050,0.77851,0.83545,0.657,0.343
48,0.58540,0.95413,0.89942,0.79421,0.84546,0.655,0.345
49,0.53698,1.06260,0.89369,0.78468,0.83911,0.654,0.346
50,0.52380,1.04385,0.89944,0.80050,0.84863,0.653,0.347
51,0.50864,1.03651,0.89343,0.78625,0.83423,0.652,0.348
52,0.49511,1.06111,0.89900,0.79606,0.85034,0.651,0.349
53,0.47183,1.11041,0.89714,0.78767,0.84448,0.650,0.350
54,0.49413,0.98141,0.90233,0.79867,0.84180,0.649,0.351
55,0.45144,1.09223,0.89623,0.79040,0.84033,0.648,0.352
56,0.48049,0.94668,0.90110,0.79479,0.84399,0.647,0.353
