Epoch,Train_Loss,Valid_Loss,Valid_AUC,Valid_PRC,Accuracy,Drug_Weight_2D,Prot_Weight_2D
1,0.61960,0.61936,0.81802,0.64851,0.78027,0.505,0.495
2,0.50389,0.48319,0.85232,0.72184,0.78882,0.506,0.494
3,0.47868,0.52915,0.84823,0.71835,0.81128,0.513,0.487
4,0.46708,0.45845,0.86606,0.74288,0.77954,0.515,0.485
5,0.43563,0.47345,0.86023,0.73146,0.79810,0.527,0.473
6,0.42583,0.43934,0.88037,0.76163,0.80957,0.533,0.467
7,0.39582,0.46321,0.87458,0.75611,0.76147,0.547,0.453
8,0.39399,0.42484,0.89013,0.77987,0.79980,0.554,0.446
9,0.35500,0.46013,0.88532,0.78208,0.83130,0.572,0.428
10,0.35939,0.43044,0.89100,0.78955,0.82471,0.591,0.409
11,0.32089,0.45681,0.87852,0.76485,0.80225,0.605,0.395
12,0.32719,0.43184,0.89270,0.79658,0.81714,0.617,0.383
13,0.29184,0.46124,0.88383,0.78663,0.82471,0.630,0.370
14,0.29283,0.44552,0.89383,0.79796,0.82764,0.639,0.361
15,0.25641,0.48881,0.88349,0.78057,0.81689,0.650,0.350
16,0.26295,0.46744,0.89448,0.79867,0.83447,0.660,0.340
17,0.21821,0.51654,0.88052,0.77354,0.82642,0.670,0.330
18,0.23456,0.49706,0.89365,0.79999,0.83228,0.676,0.324
19,0.18662,0.53298,0.88753,0.78817,0.82666,0.682,0.318
20,0.21005,0.51149,0.89446,0.79943,0.83423,0.689,0.311
21,0.18577,0.56167,0.88982,0.79638,0.82275,0.692,0.308
22,0.24774,0.56680,0.89084,0.79329,0.83862,0.698,0.302
23,0.22813,0.63516,0.88177,0.78616,0.83154,0.701,0.299
24,0.29312,0.59800,0.89446,0.80241,0.83569,0.703,0.297
25,0.26482,0.70872,0.87920,0.76785,0.82202,0.703,0.297
26,0.34416,0.65583,0.89197,0.80010,0.82935,0.706,0.294
27,0.32232,0.73135,0.88961,0.79533,0.83740,0.705,0.295
28,0.37943,0.70920,0.89399,0.80447,0.83765,0.708,0.292
29,0.36352,0.77876,0.88972,0.79287,0.82959,0.707,0.293
30,0.42022,0.74683,0.89452,0.80214,0.83545,0.707,0.293
31,0.38404,0.80462,0.88638,0.78682,0.82495,0.706,0.294
32,0.42030,0.78207,0.89461,0.79869,0.83276,0.707,0.293
33,0.37058,0.91599,0.89201,0.79621,0.84302,0.705,0.295
34,0.41012,0.78834,0.89599,0.80393,0.83984,0.703,0.297
35,0.35690,0.91199,0.88962,0.79587,0.83545,0.701,0.299
36,0.37402,0.88602,0.89363,0.79966,0.83667,0.698,0.302
37,0.34121,0.94663,0.89422,0.79446,0.83643,0.695,0.305
38,0.36961,0.97001,0.89280,0.79916,0.84497,0.692,0.308
39,0.33812,1.03509,0.88361,0.77917,0.82910,0.690,0.310
40,0.36583,0.99611,0.89171,0.79393,0.84058,0.689,0.311
41,0.32872,1.08706,0.87760,0.76596,0.82861,0.690,0.310
42,0.36079,1.04951,0.88670,0.79300,0.83301,0.685,0.315
43,0.32207,1.10972,0.88726,0.79015,0.83252,0.680,0.320
44,0.32755,1.08545,0.88790,0.78859,0.83350,0.687,0.313
45,0.30629,1.11715,0.89320,0.79931,0.83838,0.688,0.312
46,0.32898,1.04918,0.89005,0.79189,0.83447,0.694,0.306
47,0.30428,1.11144,0.88930,0.79431,0.83276,0.696,0.304
48,0.32254,1.09053,0.89523,0.80269,0.84521,0.696,0.304
49,0.29439,1.21529,0.88633,0.78840,0.83716,0.696,0.304
50,0.32096,1.10689,0.89178,0.80103,0.83911,0.693,0.307
51,0.29115,1.20768,0.87840,0.77084,0.83203,0.687,0.313
52,0.31579,1.11431,0.88825,0.79637,0.83301,0.676,0.324
53,0.28505,1.20634,0.88403,0.78654,0.83276,0.672,0.328
54,0.29785,1.19374,0.88958,0.79744,0.84204,0.680,0.320
55,0.27278,1.23121,0.89209,0.79872,0.84082,0.683,0.317
56,0.28446,1.20633,0.89170,0.80096,0.84106,0.684,0.316
57,0.26522,1.23978,0.88156,0.78341,0.82910,0.679,0.321
58,0.28101,1.22959,0.88854,0.79068,0.83911,0.673,0.327
59,0.26203,1.29108,0.88406,0.78209,0.82690,0.669,0.331
60,0.28133,1.27648,0.88902,0.79396,0.84375,0.659,0.341
61,0.25374,1.25799,0.88821,0.78647,0.83838,0.657,0.343
62,0.26267,1.25254,0.88979,0.78890,0.83594,0.666,0.334
63,0.24661,1.26597,0.89016,0.79115,0.83618,0.663,0.337
64,0.25660,1.22710,0.89198,0.79725,0.83887,0.659,0.341
